MS SubClass,MS Zoning,Lot Frontage,Lot Area,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Fence,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,HasPool,HasFire,HasAC,HasFence,HasGarage,AmenitiesCount,Garage Yr Blt_was_missing,Garage Area_was_missing,Garage Cars_was_missing,BsmtFin SF 1_was_missing,BsmtFin SF 2_was_missing,Bsmt Unf SF_was_missing,Total Bsmt SF_was_missing,Bsmt Full Bath_was_missing,Bsmt Half Bath_was_missing,Pool Area_was_missing,Mas Vnr Area_was_missing
60,RL,60.0,18062,NoAlley,2.0,HLS,CulDSac,2.0,StoneBr,Norm,1Fam,2Story,10,5,2006,2006,Hip,CemntBd,CmentBd,BrkFace,662.0,4.0,2.0,PConc,5.0,3.0,4.0,1.0,0.0,1.0,0.0,1528.0,1528.0,4.0,Y,4.0,1528,1862,0,3390,0.0,0.0,3,1,5,1,4.0,10,Typ,1,5.0,BuiltIn,2006.0,3.0,3.0,758.0,3.0,2.0,204,34,0,0,0,0,NoFence,0,9,2006,New,Partial,545224,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
70,RM,57.0,6876,NoAlley,3.0,Lvl,Inside,2.0,IDOTRR,Norm,1Fam,2Story,6,5,1927,1950,Gable,Plywood,Plywood,None,0.0,2.0,2.0,CBlock,3.0,2.0,1.0,4.0,522.0,1.0,0.0,198.0,720.0,1.0,Y,4.0,1146,784,0,1930,1.0,0.0,2,0,4,1,2.0,8,Typ,0,0.0,Attchd,1927.0,1.0,1.0,316.0,3.0,2.0,0,0,213,0,0,0,MnPrv,0,8,2009,WD,Normal,149000,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0
60,RL,73.0,8499,NoAlley,2.0,Lvl,Inside,2.0,Gilbert,Norm,1Fam,2Story,6,5,2006,2007,Gable,VinylSd,VinylSd,None,0.0,2.0,2.0,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,616.0,616.0,4.0,Y,4.0,616,796,0,1412,0.0,0.0,2,1,3,1,3.0,6,Typ,1,4.0,BuiltIn,2007.0,3.0,2.0,432.0,3.0,2.0,0,36,0,0,0,0,NoFence,0,3,2007,New,Partial,156932,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
70,RM,121.0,17671,Grvl,3.0,Lvl,Corner,2.0,OldTown,Artery,1Fam,2Story,8,9,1882,1986,Gable,Wd Sdng,Wd Sdng,None,0.0,3.0,3.0,BrkTil,3.0,3.0,1.0,4.0,216.0,1.0,0.0,700.0,916.0,3.0,Y,4.0,916,826,0,1742,0.0,0.0,1,1,4,1,3.0,8,Typ,1,4.0,Attchd,1925.0,1.0,2.0,424.0,3.0,1.0,0,169,0,0,0,0,NoFence,0,11,2009,WD,Normal,168000,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
60,RL,91.0,14541,NoAlley,2.0,Lvl,Corner,2.0,NoRidge,Norm,1Fam,2Story,8,7,1993,1993,Gable,MetalSd,MetalSd,None,0.0,3.0,3.0,PConc,4.0,4.0,1.0,6.0,1012.0,1.0,0.0,326.0,1338.0,4.0,Y,4.0,1352,1168,0,2520,1.0,0.0,2,1,5,1,3.0,10,Typ,1,3.0,Attchd,1993.0,2.0,3.0,796.0,3.0,2.0,209,55,0,0,0,0,NoFence,0,11,2006,WD,Abnorml,310000,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
20,RL,74.0,11875,NoAlley,3.0,Lvl,Inside,2.0,Mitchel,Norm,1Fam,1Story,5,5,1999,1999,Gable,VinylSd,VinylSd,None,0.0,2.0,2.0,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1344.0,1344.0,4.0,Y,4.0,1344,0,0,1344,0.0,0.0,2,0,3,1,2.0,7,Typ,1,4.0,Attchd,2001.0,1.0,2.0,686.0,3.0,2.0,328,0,0,0,0,0,NoFence,0,6,2010,WD,Normal,166500,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
20,RL,65.0,7832,NoAlley,3.0,Lvl,Inside,2.0,Sawyer,Norm,1Fam,1Story,5,5,1968,1968,Hip,HdBoard,HdBoard,None,0.0,2.0,2.0,CBlock,3.0,3.0,1.0,6.0,775.0,1.0,0.0,89.0,864.0,4.0,Y,4.0,864,0,0,864,1.0,0.0,1,0,2,1,2.0,4,Typ,0,0.0,Detchd,1969.0,1.0,1.0,280.0,3.0,2.0,226,0,0,0,0,0,NoFence,0,5,2010,WD,Normal,137250,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
30,RM,60.0,6324,NoAlley,2.0,Lvl,Inside,2.0,BrkSide,Feedr,1Fam,1Story,4,6,1927,1950,Gable,MetalSd,MetalSd,None,0.0,2.0,2.0,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,520.0,520.0,1.0,N,4.0,520,0,0,520,0.0,0.0,1,0,1,1,1.0,4,Typ,0,0.0,Detchd,1920.0,1.0,1.0,240.0,2.0,2.0,49,0,87,0,0,0,NoFence,0,5,2008,WD,Normal,68500,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20,RL,63.0,8500,NoAlley,3.0,Lvl,FR2,2.0,CollgCr,Norm,1Fam,1Story,7,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,106.0,3.0,2.0,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,1422.0,1422.0,4.0,Y,4.0,1422,0,0,1422,0.0,0.0,2,0,3,1,3.0,7,Typ,0,0.0,Attchd,2004.0,2.0,2.0,626.0,3.0,2.0,192,60,0,0,0,0,NoFence,0,11,2007,WD,Normal,179600,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
20,RL,88.0,11443,NoAlley,3.0,Lvl,Inside,2.0,Timber,Norm,1Fam,1Story,8,5,2005,2006,Hip,VinylSd,VinylSd,BrkFace,208.0,3.0,2.0,PConc,5.0,3.0,4.0,6.0,1460.0,1.0,0.0,408.0,1868.0,4.0,Y,4.0,2028,0,0,2028,1.0,0.0,2,0,2,1,3.0,7,Typ,2,4.0,Attchd,2005.0,2.0,3.0,880.0,3.0,2.0,326,66,0,0,0,0,NoFence,0,3,2006,New,Partial,369900,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
80,RL,74.0,10200,NoAlley,3.0,Lvl,Inside,2.0,Sawyer,Norm,1Fam,SLvl,5,8,1970,1970,Hip,HdBoard,HdBoard,None,0.0,2.0,3.0,PConc,4.0,3.0,3.0,5.0,704.0,1.0,0.0,160.0,864.0,4.0,Y,4.0,904,0,0,904,0.0,0.0,1,0,3,1,3.0,5,Typ,0,0.0,2Types,1979.0,1.0,3.0,912.0,3.0,2.0,143,0,0,0,0,0,MnPrv,0,6,2008,WD,Normal,144000,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0
160,RM,24.0,1300,NoAlley,3.0,Lvl,Inside,2.0,Blueste,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,MetalSd,MetalSd,None,0.0,2.0,2.0,CBlock,4.0,3.0,1.0,5.0,285.0,1.0,0.0,276.0,561.0,2.0,Y,4.0,561,668,0,1229,0.0,0.0,1,1,2,1,2.0,5,Typ,1,3.0,Attchd,1980.0,3.0,2.0,462.0,3.0,2.0,150,0,0,0,0,0,GdPrv,0,5,2009,WD,Normal,124000,0,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0
60,RL,63.0,8199,NoAlley,3.0,Lvl,Inside,2.0,CollgCr,Norm,1Fam,2Story,7,5,2005,2005,Gable,WdShing,Wd Shng,None,0.0,3.0,2.0,PConc,4.0,3.0,3.0,6.0,648.0,1.0,0.0,80.0,728.0,4.0,Y,4.0,728,728,0,1456,1.0,0.0,2,1,3,1,3.0,7,Typ,1,4.0,Attchd,2005.0,3.0,2.0,410.0,3.0,2.0,36,18,0,0,0,0,NoFence,0,10,2008,WD,Normal,189000,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
20,RL,73.0,39384,NoAlley,2.0,Low,CulDSac,0.0,NAmes,Norm,1Fam,1Story,6,6,1957,1957,Gable,Wd Sdng,Wd Sdng,Stone,902.0,2.0,2.0,CBlock,4.0,3.0,4.0,5.0,1110.0,1.0,0.0,595.0,1705.0,4.0,Y,4.0,1390,0,0,1390,1.0,0.0,1,1,1,1,4.0,4,Min1,2,4.0,Attchd,1957.0,1.0,2.0,550.0,3.0,2.0,0,189,0,0,0,0,NoFence,0,10,2006,WD,Abnorml,252000,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
30,RL,60.0,7290,NoAlley,3.0,Lvl,Corner,2.0,SWISU,Norm,1Fam,1Story,7,8,1921,1950,Gable,WdShing,Wd Shng,BrkFace,174.0,2.0,2.0,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1228.0,1228.0,4.0,Y,4.0,1424,0,0,1424,0.0,0.0,2,0,2,1,2.0,7,Typ,1,4.0,Attchd,1921.0,1.0,1.0,312.0,3.0,2.0,0,0,90,0,0,0,NoFence,0,4,2008,WD,Normal,168000,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
80,RL,62.0,7692,NoAlley,3.0,Bnk,Inside,1.0,Edwards,Norm,1Fam,SLvl,4,6,1954,1954,Gable,Wd Sdng,Wd Sdng,None,0.0,2.0,2.0,CBlock,5.0,3.0,3.0,1.0,0.0,1.0,0.0,416.0,416.0,3.0,Y,3.0,1204,0,0,1204,0.0,0.0,1,0,3,1,2.0,6,Typ,0,0.0,Basment,1954.0,1.0,1.0,312.0,3.0,2.0,0,0,0,0,0,0,NoFence,0,11,2008,WD,Abnorml,100000,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
50,RM,52.0,6240,NoAlley,3.0,Lvl,Inside,2.0,BrkSide,Norm,1Fam,1.5Fin,5,5,1930,1950,Gable,MetalSd,MetalSd,None,0.0,2.0,2.0,BrkTil,3.0,3.0,1.0,2.0,448.0,1.0,0.0,480.0,928.0,2.0,Y,1.0,928,608,0,1536,0.0,0.0,2,0,4,1,2.0,7,Typ,1,4.0,Detchd,1930.0,1.0,2.0,480.0,3.0,2.0,0,10,0,0,0,0,MnPrv,0,3,2010,WD,Normal,138400,0,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0
50,RL,75.0,9525,NoAlley,3.0,Lvl,Inside,2.0,Edwards,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,Wd Sdng,Wd Sdng,None,0.0,2.0,2.0,CBlock,3.0,2.0,1.0,3.0,444.0,1.0,0.0,550.0,994.0,3.0,Y,4.0,1216,639,0,1855,0.0,0.0,2,0,4,1,2.0,7,Typ,0,0.0,Attchd,1954.0,1.0,1.0,325.0,3.0,2.0,182,0,0,0,0,0,NoFence,0,10,2006,WD,Normal,136900,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
20,RL,86.0,11194,NoAlley,2.0,Lvl,Inside,2.0,Somerst,PosN,1Fam,1Story,8,5,2008,2008,Gable,VinylSd,VinylSd,Stone,240.0,3.0,2.0,PConc,4.0,3.0,2.0,1.0,0.0,1.0,0.0,1696.0,1696.0,4.0,Y,4.0,1696,0,0,1696,0.0,0.0,2,0,3,1,3.0,7,Typ,0,0.0,Attchd,2008.0,2.0,3.0,972.0,3.0,2.0,120,56,0,0,0,0,NoFence,0,9,2009,WD,Normal,275000,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
60,RL,75.0,9157,NoAlley,2.0,Lvl,Corner,2.0,Timber,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,3.0,2.0,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,912.0,912.0,4.0,Y,4.0,1072,942,0,2014,0.0,0.0,2,1,3,1,3.0,9,Typ,0,0.0,Attchd,2003.0,3.0,2.0,486.0,3.0,2.0,124,114,0,0,0,0,NoFence,0,2,2009,WD,Abnorml,170000,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
20,RL,100.0,17500,NoAlley,3.0,Lvl,Inside,2.0,Crawfor,PosA,1Fam,1Story,7,8,1959,2002,Gable,BrkFace,HdBoard,None,0.0,3.0,3.0,PConc,4.0,3.0,3.0,6.0,1406.0,1.0,0.0,496.0,1902.0,2.0,Y,4.0,1902,0,0,1902,1.0,0.0,2,0,3,1,4.0,7,Typ,2,3.0,Attchd,1959.0,3.0,2.0,567.0,3.0,2.0,0,207,162,0,0,0,NoFence,0,5,2010,WD,Normal,335000,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
160,RM,21.0,1890,NoAlley,3.0,Lvl,Inside,2.0,BrDale,Norm,Twnhs,2Story,6,6,1972,1972,Gable,HdBoard,HdBoard,BrkFace,422.0,2.0,2.0,CBlock,3.0,3.0,1.0,2.0,483.0,1.0,0.0,0.0,483.0,3.0,Y,4.0,483,504,0,987,0.0,0.0,1,1,2,1,2.0,5,Typ,0,0.0,Detchd,1975.0,1.0,1.0,352.0,3.0,2.0,411,0,0,0,0,0,NoFence,0,4,2008,WD,Normal,100500,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
50,RM,81.0,12150,Grvl,3.0,Lvl,Inside,2.0,OldTown,Norm,1Fam,1.5Fin,5,5,1954,1954,Gable,MetalSd,MetalSd,BrkFace,335.0,2.0,2.0,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1050.0,1050.0,4.0,N,1.0,1050,745,0,1795,0.0,0.0,2,0,4,1,2.0,7,Typ,0,0.0,Attchd,1954.0,1.0,1.0,352.0,2.0,2.0,0,0,0,0,0,0,NoFence,0,11,2008,WD,Normal,131500,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20,RL,114.0,10357,NoAlley,2.0,Lvl,Corner,2.0,SawyerW,Feedr,1Fam,1Story,7,5,1990,1991,Hip,HdBoard,HdBoard,None,0.0,3.0,2.0,PConc,4.0,3.0,2.0,6.0,738.0,1.0,0.0,172.0,910.0,3.0,Y,4.0,1442,0,0,1442,1.0,0.0,2,0,3,1,3.0,6,Typ,1,3.0,Attchd,1990.0,3.0,2.0,719.0,3.0,2.0,0,244,0,0,0,0,NoFence,0,5,2007,WD,Normal,179900,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
85,RL,80.0,16500,NoAlley,3.0,Lvl,Inside,2.0,NWAmes,Norm,1Fam,SFoyer,6,5,1971,1971,Hip,HdBoard,HdBoard,BrkFace,509.0,2.0,2.0,CBlock,4.0,3.0,3.0,6.0,962.0,1.0,0.0,270.0,1232.0,1.0,Y,4.0,1320,0,0,1320,0.0,1.0,2,0,3,1,2.0,5,Typ,1,4.0,Attchd,1971.0,2.0,2.0,495.0,3.0,2.0,0,20,0,0,0,0,NoFence,0,5,2009,WD,Normal,172500,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
120,RL,53.0,4043,NoAlley,3.0,Lvl,Inside,2.0,NPkVill,Norm,TwnhsE,1Story,6,6,1977,1977,Gable,Plywood,Plywood,None,0.0,2.0,2.0,CBlock,4.0,3.0,1.0,5.0,559.0,1.0,0.0,510.0,1069.0,2.0,Y,4.0,1069,0,0,1069,0.0,0.0,2,0,2,1,2.0,4,Typ,0,0.0,Attchd,1977.0,2.0,2.0,440.0,3.0,2.0,0,55,0,0,200,0,NoFence,0,10,2008,COD,Abnorml,140000,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
20,RL,80.0,9600,NoAlley,3.0,Lvl,Corner,2.0,NAmes,Norm,1Fam,1Story,5,6,1959,1959,Gable,MetalSd,MetalSd,BrkFace,132.0,2.0,2.0,CBlock,3.0,3.0,1.0,5.0,991.0,1.0,0.0,50.0,1041.0,4.0,Y,4.0,1041,0,0,1041,1.0,0.0,1,0,3,1,2.0,6,Typ,0,0.0,Attchd,1959.0,2.0,1.0,270.0,3.0,2.0,224,88,0,0,0,0,MnPrv,0,7,2009,WD,Normal,124500,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0
20,RL,65.0,9750,NoAlley,3.0,Low,Inside,1.0,CollgCr,Norm,1Fam,1Story,5,7,1994,1994,Gable,VinylSd,VinylSd,None,0.0,2.0,2.0,PConc,4.0,3.0,1.0,6.0,722.0,1.0,0.0,268.0,990.0,4.0,Y,4.0,990,0,0,990,1.0,0.0,1,0,3,1,2.0,5,Typ,0,0.0,Detchd,1997.0,1.0,2.0,528.0,3.0,2.0,168,0,0,0,0,0,NoFence,0,8,2008,WD,Normal,155000,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
90,RL,63.0,9297,NoAlley,3.0,Lvl,Inside,2.0,Mitchel,Norm,Duplex,1Story,5,5,1976,1976,Gable,Plywood,Plywood,None,0.0,2.0,2.0,CBlock,3.0,3.0,1.0,5.0,1606.0,1.0,0.0,122.0,1728.0,2.0,Y,4.0,1728,0,0,1728,2.0,0.0,2,0,4,2,2.0,8,Typ,0,0.0,Detchd,1976.0,1.0,2.0,560.0,3.0,2.0,0,0,0,0,0,0,NoFence,0,7,2006,WD,Family,188000,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
120,FV,80.0,3523,Pave,2.0,Lvl,Inside,2.0,Somerst,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,VinylSd,VinylSd,Stone,30.0,3.0,2.0,PConc,4.0,3.0,1.0,6.0,60.0,1.0,0.0,1081.0,1141.0,4.0,Y,4.0,1151,0,0,1151,1.0,0.0,2,0,2,1,3.0,5,Typ,0,0.0,Attchd,2006.0,3.0,2.0,484.0,3.0,2.0,0,60,0,0,0,0,NoFence,0,2,2007,New,Partial,166000,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
50,RM,50.0,6000,NoAlley,3.0,Lvl,Inside,2.0,OldTown,Norm,1Fam,1.5Fin,5,7,1950,1970,Gable,Wd Sdng,Wd Sdng,None,0.0,2.0,4.0,CBlock,3.0,3.0,1.0,4.0,384.0,1.0,0.0,384.0,768.0,2.0,Y,3.0,768,560,0,1328,0.0,0.0,1,1,3,1,2.0,6,Typ,0,0.0,Detchd,1950.0,1.0,1.0,308.0,3.0,2.0,0,12,0,0,0,0,MnPrv,0,3,2009,WD,Normal,129500,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0
20,RL,56.0,26073,NoAlley,2.0,Lvl,CulDSac,2.0,Crawfor,Norm,1Fam,1Story,5,5,1956,1956,Gable,BrkFace,MetalSd,None,0.0,2.0,2.0,PConc,3.0,3.0,1.0,3.0,1116.0,1.0,0.0,782.0,1898.0,4.0,Y,3.0,1898,0,0,1898,0.0,0.0,2,1,3,1,2.0,7,Typ,2,3.0,Attchd,1956.0,1.0,2.0,484.0,3.0,2.0,0,51,224,0,0,0,MnPrv,0,4,2008,WD,Normal,236500,0,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0
50,RH,70.0,6300,Pave,3.0,Lvl,Corner,2.0,SWISU,Norm,1Fam,1.5Fin,5,4,1938,1950,Gable,MetalSd,MetalSd,BrkFace,88.0,2.0,2.0,PConc,3.0,2.0,1.0,2.0,832.0,1.0,0.0,0.0,832.0,2.0,Y,4.0,832,436,0,1268,0.0,0.0,1,1,3,1,2.0,7,Typ,2,4.0,Basment,1938.0,1.0,1.0,250.0,3.0,2.0,0,0,55,0,0,0,NoFence,0,7,2009,WD,Abnorml,160000,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
120,RL,43.0,3182,NoAlley,3.0,Lvl,Inside,2.0,Blmngtn,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,16.0,3.0,2.0,PConc,4.0,3.0,1.0,6.0,16.0,1.0,0.0,1330.0,1346.0,4.0,Y,4.0,1504,0,0,1504,0.0,0.0,2,0,1,1,3.0,7,Typ,1,4.0,Attchd,2005.0,3.0,2.0,457.0,3.0,2.0,156,0,0,0,0,0,NoFence,0,5,2009,WD,Normal,181000,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
50,RM,60.0,10440,Grvl,3.0,Lvl,Corner,2.0,OldTown,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,BrkFace,Wd Sdng,None,0.0,3.0,3.0,BrkTil,4.0,3.0,1.0,2.0,493.0,1.0,0.0,1017.0,1510.0,4.0,Y,4.0,1584,1208,0,2792,0.0,0.0,2,0,5,1,2.0,8,Mod,2,3.0,Detchd,1920.0,1.0,2.0,520.0,2.0,2.0,0,547,0,0,480,0,MnPrv,1150,6,2008,WD,Normal,256000,0,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0
70,RL,51.0,9842,NoAlley,3.0,Lvl,Inside,2.0,SWISU,Feedr,1Fam,2Story,5,6,1921,1998,Gable,MetalSd,Wd Sdng,None,0.0,2.0,2.0,BrkTil,3.0,2.0,1.0,1.0,0.0,1.0,0.0,612.0,612.0,4.0,Y,4.0,990,1611,0,2601,0.0,0.0,3,1,4,1,2.0,8,Typ,0,0.0,BuiltIn,1998.0,2.0,2.0,621.0,3.0,2.0,183,0,301,0,0,0,NoFence,0,5,2008,WD,Normal,189000,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
30,RL,40.0,4280,NoAlley,3.0,Lvl,Inside,2.0,Crawfor,Norm,1Fam,1Story,5,6,1913,2002,Gable,WdShing,Stucco,None,0.0,2.0,2.0,PConc,3.0,3.0,1.0,2.0,365.0,1.0,0.0,75.0,440.0,2.0,N,4.0,694,0,0,694,0.0,0.0,1,0,2,1,3.0,4,Typ,1,4.0,Detchd,1990.0,1.0,1.0,352.0,4.0,1.0,0,0,34,0,0,0,MnPrv,0,3,2007,WD,Normal,90350,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0
50,RL,60.0,10410,Grvl,3.0,Lvl,Corner,2.0,OldTown,Artery,1Fam,1.5Fin,3,4,1915,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,2.0,2.0,PConc,3.0,3.0,1.0,1.0,0.0,1.0,0.0,672.0,672.0,2.0,Y,4.0,694,520,0,1214,0.0,0.0,1,0,3,1,2.0,6,Typ,0,0.0,Detchd,1998.0,1.0,3.0,936.0,3.0,2.0,216,0,160,0,0,0,MnPrv,0,1,2006,WD,Family,105000,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0
60,RL,105.0,11025,NoAlley,3.0,HLS,Inside,1.0,NoRidge,Norm,1Fam,2Story,8,5,1992,1993,Gable,HdBoard,ImStucc,BrkFace,692.0,3.0,2.0,PConc,5.0,3.0,4.0,6.0,1118.0,1.0,0.0,216.0,1334.0,4.0,Y,4.0,1520,1306,0,2826,1.0,0.0,2,1,3,1,3.0,9,Typ,3,3.0,Attchd,1992.0,2.0,3.0,888.0,3.0,2.0,177,208,186,0,0,0,NoFence,0,10,2006,WD,Normal,334000,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
30,RL,60.0,10800,Grvl,3.0,Lvl,Inside,2.0,OldTown,Norm,1Fam,1Story,5,6,1920,1950,Hip,Stucco,Stucco,None,0.0,2.0,2.0,BrkTil,3.0,3.0,1.0,3.0,821.0,1.0,0.0,299.0,1120.0,4.0,Y,4.0,1130,0,0,1130,1.0,0.0,1,0,2,1,2.0,5,Typ,1,4.0,Detchd,1970.0,1.0,2.0,720.0,3.0,2.0,229,0,0,0,0,0,NoFence,0,6,2006,WD,Normal,120000,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
90,RL,74.0,12760,NoAlley,2.0,Lvl,Inside,2.0,Mitchel,Norm,Duplex,1Story,6,5,1976,1976,Gable,Plywood,Plywood,None,0.0,2.0,2.0,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1958.0,1958.0,2.0,Y,4.0,2048,0,0,2048,0.0,0.0,3,0,5,2,2.0,9,Typ,0,0.0,2Types,1976.0,1.0,2.0,776.0,3.0,2.0,0,0,0,0,0,0,NoFence,0,3,2010,ConLD,Normal,170000,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
50,RL,52.0,7015,NoAlley,2.0,Bnk,Corner,2.0,BrkSide,Norm,1Fam,1.5Fin,5,4,1950,1950,Gable,MetalSd,MetalSd,BrkCmn,161.0,2.0,2.0,CBlock,3.0,3.0,1.0,2.0,185.0,1.0,0.0,524.0,709.0,2.0,Y,4.0,979,224,0,1203,1.0,0.0,1,0,3,1,3.0,5,Typ,1,3.0,Detchd,1950.0,1.0,1.0,352.0,3.0,2.0,0,0,248,0,0,0,NoFence,0,7,2009,WD,Normal,110000,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
20,RL,85.0,10000,NoAlley,3.0,Lvl,Inside,2.0,Somerst,Norm,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,Stone,410.0,3.0,2.0,PConc,4.0,4.0,3.0,1.0,0.0,1.0,0.0,1588.0,1588.0,4.0,Y,4.0,1588,0,0,1588,0.0,0.0,2,0,3,1,3.0,7,Typ,1,4.0,Attchd,2006.0,2.0,3.0,825.0,3.0,2.0,144,45,0,0,0,0,NoFence,0,12,2007,WD,Normal,227000,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
60,RL,80.0,12384,NoAlley,3.0,Lvl,CulDSac,2.0,NWAmes,Norm,1Fam,2Story,7,7,1976,1976,Gable,Plywood,Plywood,BrkFace,233.0,2.0,2.0,CBlock,4.0,3.0,1.0,1.0,0.0,1.0,0.0,793.0,793.0,2.0,Y,4.0,1142,793,0,1935,0.0,0.0,2,1,3,1,2.0,7,Typ,1,3.0,Attchd,1976.0,2.0,2.0,550.0,3.0,2.0,0,113,252,0,0,0,NoFence,0,11,2007,WD,Normal,197900,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
190,RM,60.0,10800,Grvl,3.0,Lvl,Inside,2.0,OldTown,Norm,2fmCon,1.5Fin,6,6,1940,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,2.0,2.0,CBlock,3.0,3.0,1.0,4.0,590.0,1.0,0.0,294.0,884.0,2.0,Y,4.0,884,552,0,1436,0.0,0.0,2,0,3,2,2.0,8,Typ,2,4.0,Detchd,1940.0,1.0,2.0,828.0,3.0,2.0,0,0,126,0,0,0,NoFence,0,5,2008,Con,Normal,155000,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
